Log_DeltaBA,CMIP_deltacVegTree
-2.296973307,5.346291143
-2.296021818,8.035315318
-2.294589521,5.591367582
-2.293415325,8.177137741
-2.291130918,5.573741858
-2.289218482,8.133749921
-2.28631716,6.065006033
-2.285038444,7.168679219
-2.283418767,8.178707432
-2.282606925,6.371201496
-2.28232019,6.95715891
-2.282271991,7.826918513
-2.281825229,6.82415016
-2.280189646,5.376468475
-2.279487134,6.810325298
-2.279186399,5.253009789
-2.279029119,5.869932894
-2.278171181,6.205474691
-2.278170925,5.806021987
-2.277066071,4.731794646
-2.274575101,5.209564194
-2.274547284,1.869302094
-2.273500375,6.588436449
-2.272837445,6.938745787
-2.269768031,8.138075048
-2.269519733,6.300881534
-2.26882063,10.78402859
-2.26586868,7.910924719
-2.264664443,6.730697632
-2.264458447,6.814613208
-2.263197914,4.358457478
-2.263130845,6.675004971
-2.261877608,7.238484203
-2.260640627,7.457933694
-2.260349451,6.058182845
-2.259552526,4.843304056
-2.255916346,8.507974589
-2.2533582,5.393168266
-2.252287503,4.727504047
-2.252145142,5.234743894
-2.251436889,8.170951077
-2.250375649,7.985523691
-2.249989918,5.228095739
-2.249689308,5.130794712
-2.249338183,5.504637975
-2.248937116,5.862195379
-2.24883366,8.086409071
-2.248332291,6.279033691
-2.247811268,5.876183968
-2.247606047,5.452190746
-2.246923845,7.897554474
-2.246288813,7.901173038
-2.246025932,7.554922585
-2.245379799,5.182606874
-2.244565849,6.254990869
-2.24093394,5.924027304
-2.23973385,8.184844437
-2.239726093,5.465023895
-2.238628133,8.085408898
-2.23850222,5.473823281
-2.237645918,8.472617042
-2.236205521,5.725430698
-2.235639196,8.494724699
-2.233426807,3.989807607
-2.232865864,7.516722849
-2.232819498,3.700683645
-2.231934042,5.983824975
-2.229464015,8.005273884
-2.228519762,3.330927762
-2.228235569,8.197565042
-2.227200992,7.744902524
-2.226192697,6.438095996
-2.225196675,7.694000787
-2.224830447,5.640915986
-2.224163097,4.150024226
-2.223246958,8.014462461
-2.222926474,7.68693422
-2.222284582,3.985036123
-2.221327477,7.277904381
-2.219102658,3.611296097
-2.217540586,5.268814163
-2.217272202,6.637126502
-2.21704798,7.964629373
-2.216857989,5.886028203
-2.214501102,5.625669849
-2.214250396,5.473060255
-2.211592713,7.434559263
-2.210861039,5.807602804
-2.21067675,3.809067176
-2.209978268,2.129102334
-2.209005874,6.712826757
-2.208694664,3.792722507
-2.20855541,5.522826488
-2.207900764,7.340660195
-2.207769724,6.027128856
-2.206904145,3.176982036
-2.205705392,5.34005048
-2.205526418,5.761742326
-2.204987242,5.405626231
-2.204649472,4.434888687
-2.20439227,8.206178886
-2.203839485,2.602590668
-2.20345785,5.958085627
-2.202794814,3.082208484
-2.20157503,5.021588806
-2.200632855,7.033272988
-2.200005081,5.00409584
-2.199553126,5.859217678
-2.198339218,5.115994029
-2.198252658,8.296424152
-2.198184579,5.704713504
-2.196395174,8.220756058
-2.193169484,7.608066204
-2.191135967,7.370870793
-2.190035173,6.070835207
-2.189155724,2.673197127
-2.189130989,4.402512911
-2.187997915,8.949194334
-2.187582358,7.774336972
-2.18718684,3.594504489
-2.186395009,6.242995924
-2.184937502,5.780385426
-2.183402334,5.329078799
-2.183072056,5.144747522
-2.18133733,8.063910898
-2.180940413,6.598419826
-2.178795196,5.348283635
-2.177874965,7.78970777
-2.177483455,5.81822248
-2.175688591,3.443535397
-2.174548739,6.007995697
-2.173668834,8.150925897
-2.171011547,9.234366137
-2.170635666,6.800799281
-2.167417927,6.710854348
-2.166760931,7.914829918
-2.166534536,5.829419354
-2.163371493,5.515872624
-2.161149273,7.400341425
-2.158917358,5.961370911
-2.15663705,5.162971308
-2.155557879,3.952627637
-2.155054421,6.379403353
-2.154641165,9.203870904
-2.154043706,5.324713186
-2.153467827,5.065378594
-2.152398598,4.068049688
-2.151198156,4.570510167
-2.150558084,8.296258013
-2.150391489,3.623848121
-2.149525787,7.755656413
-2.149486349,3.87905638
-2.149268469,6.418666359
-2.146745297,6.0863752
-2.146735047,6.806065007
-2.146192859,6.801030366
-2.143188693,7.515095137
-2.143041933,10.08061798
-2.142288845,6.291128651
-2.141368802,5.90122689
-2.139849504,6.038510677
-2.139536866,3.767025327
-2.139265837,4.367085682
-2.138913545,3.962696839
-2.137654062,5.821676178
-2.136336356,3.275428838
-2.135414707,5.793706721
-2.134233859,6.095591504
-2.132896674,6.760428679
-2.132334858,6.559656766
-2.132100471,3.35759645
-2.131734626,5.822694937
-2.130366046,5.201404053
-2.129951473,3.312788916
-2.128290654,5.697994
-2.127327742,3.516477566
-2.125470628,5.695704268
-2.12332683,4.931945537
-2.123314107,6.447249892
-2.12230975,7.596418583
-2.121075172,6.877281323
-2.120665356,4.825864688
-2.12022018,8.630571857
-2.119862389,5.5907861
-2.119183961,6.224842037
-2.119054025,4.23323524
-2.118832335,3.411601684
-2.118548687,5.828751751
-2.118419392,6.917541688
-2.118210382,1.75252462
-2.11724424,9.080321817
-2.116888129,4.394059558
-2.116143488,5.910571677
-2.114746128,6.297563071
-2.114258471,5.839559198
-2.114257017,4.047583291
-2.113870032,6.835463565
-2.113023922,4.470446839
-2.1127899,1.584740493
-2.112147563,6.502303566
-2.1120819,3.60765606
-2.110988277,6.508656028
-2.110158628,5.696547159
-2.109108636,6.32403931
-2.107535268,6.246941847
-2.10687894,9.273192749
-2.105880723,6.17722686
-2.105790989,6.599881868
-2.104943307,5.26991663
-2.104811168,3.916826392
-2.102021086,5.066146484
-2.101578697,3.363190578
-2.101455568,3.585046268
-2.101432379,4.725693113
-2.101097576,5.554087178
-2.099745917,3.205894216
-2.099324514,5.402216195
-2.096419837,5.931994761
-2.095506523,5.563113072
-2.095391648,5.741817438
-2.09503967,5.419587308
-2.093386793,6.692467576
-2.093367628,5.722319351
-2.093045547,5.441236463
-2.09250319,7.958815811
-2.091240487,5.675265335
-2.090911459,6.813896175
-2.089531394,3.791810719
-2.087797188,5.52888673
-2.086946983,7.672637828
-2.085514446,5.159768867
-2.085209836,3.752718027
-2.082498107,2.675594187
-2.082466617,7.734206699
-2.081161724,3.799883717
-2.080584964,1.380420653
-2.079016919,6.266679144
-2.078010653,4.14868837
-2.077003191,5.572208457
-2.074162942,3.509307276
-2.072442486,1.931994178
-2.071212827,3.927170161
-2.071192645,3.27072143
-2.070678428,6.788960635
-2.070080075,5.891883897
-2.068847497,3.925345741
-2.064069147,6.935419104
-2.06406548,6.424456902
-2.061896324,7.889004121
-2.061502697,6.161317934
-2.061267158,5.335816249
-2.059955641,2.443080354
-2.0536029,7.851316353
-2.053333942,5.562066077
-2.051655182,3.375049587
-2.05163127,7.271040508
-2.048692211,5.270067473
-2.048204822,5.789914114
-2.047990243,5.690781786
-2.047474383,3.845400725
-2.046841335,4.207234249
-2.046198806,10.17617153
-2.043734686,5.909198673
-2.043618355,6.413718174
-2.040325463,2.265424253
-2.040094908,2.384419872
-2.039858121,8.124358649
-2.039458731,5.833049041
-2.039215829,7.090175761
-2.037688999,0.779449006
-2.037651073,5.645168989
-2.036625319,5.229378454
-2.03648737,5.613575244
-2.035381041,5.238292873
-2.035015688,4.711694343
-2.034911865,1.821341688
-2.034608952,5.30148201
-2.03460537,5.74512694
-2.032013929,4.761738798
-2.03117115,6.181840457
-2.030910213,4.611342651
-2.030859176,2.896585666
-2.030802353,4.565818727
-2.029354104,7.37313944
-2.028041874,6.089177324
-2.027494145,4.433945797
-2.027222284,6.696971751
-2.023697442,6.413023538
-2.02295529,8.75886631
-2.022204058,7.0068161
-2.021146618,8.658723259
-2.021117452,3.565209865
-2.018627205,8.173320103
-2.018286017,7.065457498
-2.017236451,3.443341983
-2.012427991,4.913774188
-2.011245177,3.997118379
-2.009339094,2.884975222
-2.008824389,7.969566846
-2.007472089,3.635583668
-2.006334333,5.275664711
-2.005989028,5.371181882
-2.005834927,2.92659269
-2.005500584,4.5232217
-2.002867374,2.523524364
-2.002495261,1.988907688
-2.002359568,4.501226247
-2.002135569,4.492431304
-2.000995545,3.883293775
-2.000879613,4.00802957
-2.000071131,3.273335577
-1.996427213,4.321987948
-1.996003877,3.715811016
-1.994839043,6.941968445
-1.994678909,3.961011119
-1.994106942,2.478017879
-1.992832794,3.285051209
-1.991809198,7.966434161
-1.99068824,8.663670118
-1.990601893,5.636749248
-1.988097595,3.367105448
-1.985459731,5.536577159
-1.985048508,5.129974906
-1.98310323,6.121607093
-1.9827981,4.277818438
-1.981348099,5.09697031
-1.979377011,3.191126525
-1.978587264,6.528550219
-1.975934647,5.612493434
-1.975330784,4.197194997
-1.972702831,5.360410614
-1.970990592,1.582633898
-1.970581944,2.823420999
-1.968460554,5.268785259
-1.967912176,7.208053443
-1.965660237,5.438019565
-1.965596169,4.023355575
-1.965370641,2.976649628
-1.964493904,2.379472695
-1.962654294,3.4996282
-1.959439184,4.020005806
-1.95930117,4.935108887
-1.958721279,4.089701652
-1.957590061,6.007703093
-1.955772173,3.92081738
-1.955381208,5.737684211
-1.951609514,6.760440663
-1.949229215,4.523611714
-1.94919694,4.919420208
-1.947520902,4.568151679
-1.944996885,5.661333423
-1.9415125,3.680537553
-1.940804379,3.243552708
-1.939805337,7.741754331
-1.939523609,4.466779054
-1.938368572,5.607819666
-1.938365635,3.782756466
-1.936779392,6.230903275
-1.93573809,3.833802045
-1.93306949,6.083455768
-1.932123119,5.109631854
-1.931745644,1.688191967
-1.931466261,0.808966761
-1.930368291,7.601980197
-1.930267862,2.778140803
-1.930248265,7.94395033
-1.930195609,4.276259725
-1.929603441,5.160564109
-1.929023263,4.069569879
-1.927590096,4.027081056
-1.92716237,3.261058561
-1.92545005,3.313278472
-1.92403172,7.430680652
-1.922762831,4.15603246
-1.921466491,2.544144224
-1.919641275,4.080109439
-1.918412157,3.82359001
-1.914335906,4.868571307
-1.912974766,5.462115954
-1.912667627,3.692999724
-1.911763507,5.852684546
-1.911202157,3.168948705
-1.910562523,3.02300711
-1.910080185,6.231432046
-1.908819685,4.665124335
-1.90842786,5.743487187
-1.908367755,3.537779105
-1.90803576,5.372492239
-1.907934812,5.297790793
-1.907384107,5.562418736
-1.906967094,6.332569469
-1.905641191,3.249582454
-1.904166623,4.703960026
-1.903632659,6.569803818
-1.902600476,3.71259571
-1.90152238,4.592647965
-1.900974079,5.205705398
-1.900187898,5.718959069
-1.900144127,4.644577091
-1.899942837,6.066796018
-1.898502712,2.466130706
-1.898088388,7.593545409
-1.897851455,5.051489599
-1.897415801,1.11050665
-1.895468477,4.887508744
-1.895229106,5.49263496
-1.894859586,6.192659308
-1.894723102,4.208317613
-1.893121373,3.811249263
-1.89254225,2.944419531
-1.88914253,2.142299967
-1.889045429,4.61108468
-1.888977256,6.003000825
-1.888354192,4.164860475
-1.888233129,4.465216692
-1.888018481,3.959576904
-1.88761546,6.103055979
-1.887453936,5.7173411
-1.887129899,4.034695209
-1.887040252,2.8162489
-1.886105583,3.734612613
-1.886065151,4.126772787
-1.884976603,5.510183006
-1.882464261,4.159450669
-1.882098206,9.304366638
-1.880429071,4.496805837
-1.880077347,5.367207552
-1.879956498,2.240526623
-1.877903598,3.50936409
-1.877649011,5.07637777
-1.877139117,2.866767985
-1.876842645,7.006553327
-1.876486721,3.863724696
-1.8761054,5.097038125
-1.874685561,3.528675715
-1.87467593,3.38330051
-1.874490535,5.613723209
-1.874346215,6.158761763
-1.874073937,3.462393972
-1.872789743,6.769348486
-1.87188257,7.551197418
-1.871631826,6.340749942
-1.870902117,3.144383834
-1.868943748,1.007767354
-1.868731916,3.711113509
-1.867612332,3.009365392
-1.865937041,4.425424169
-1.865737607,3.472574095
-1.865027721,4.291473612
-1.862462362,3.175963868
-1.860368494,6.793496577
-1.859480253,4.29844206
-1.859145668,5.587611152
-1.859102123,4.826966529
-1.859074881,3.539125209
-1.858881108,4.072828092
-1.857946689,4.387689364
-1.857764241,4.753831475
-1.856954081,6.285130936
-1.85668552,3.766570244
-1.854273703,2.355553268
-1.853683542,3.504752415
-1.853572083,3.827074197
-1.853464974,3.058458463
-1.853170072,5.732465018
-1.8524707,4.17236348
-1.850200486,5.107311683
-1.849860452,3.805248182
-1.849508044,2.542892154
-1.848877039,5.613596992
-1.847877648,5.125326747
-1.847642688,3.338566798
-1.84741242,2.700324574
-1.847079947,1.017424521
-1.847043285,5.046587805
-1.845988848,3.229120745
-1.845150391,6.985132568
-1.844913757,4.001659036
-1.840817253,1.533876242
-1.840219025,1.398867857
-1.84018583,6.813614973
-1.839836692,4.309689397
-1.839167243,3.373755286
-1.838826887,4.179692883
-1.838762103,4.133781765
-1.837868054,3.063504808
-1.837105841,1.400138268
-1.835862856,4.095409632
-1.835772111,2.231601662
-1.835679788,3.874066744
-1.834461175,3.754728769
-1.834135922,5.039939218
-1.833900769,3.556462507
-1.833305541,5.234618849
-1.832149577,3.590086442
-1.83162002,1.416147217
-1.830894889,3.761721263
-1.83022562,4.3599163
-1.829980016,7.027421343
-1.829536241,1.235802139
-1.828704115,4.257494457
-1.828401265,3.772684227
-1.828249463,5.778390331
-1.828175442,1.16972318
-1.827780059,10.61724253
-1.826216453,4.088504861
-1.82591413,6.435737926
-1.825235345,3.194921206
-1.825135636,1.937483895
-1.824823246,4.434415323
-1.823613927,4.877534429
-1.823605175,5.53887551
-1.823204219,3.625919352
-1.82302357,4.057096041
-1.822334518,2.939994719
-1.821565533,3.384655323
-1.821529426,2.597828859
-1.819354999,2.907290059
-1.818169144,4.527031482
-1.817763786,4.191383355
-1.816627793,5.552090904
-1.816452654,8.17981717
-1.816402561,4.175712712
-1.816005162,4.634339046
-1.815938144,4.333204394
-1.815777975,3.759317452
-1.814596256,2.544134201
-1.813993381,4.59997867
-1.812577818,3.462960839
-1.812462528,4.056208286
-1.812285358,1.820512613
-1.812078141,3.383870978
-1.811471632,3.624292886
-1.811249442,2.252839915
-1.809425837,4.786959801
-1.809014063,8.943523309
-1.807251236,7.940310673
-1.806878177,5.723432301
-1.806382986,3.587734671
-1.80528654,2.256732413
-1.803879444,4.116730757
-1.802945291,3.893076139
-1.802118716,1.179533148
-1.801738831,6.947893634
-1.801336045,3.392522818
-1.800680617,3.702997772
-1.798766474,3.638058095
-1.798548132,6.407923186
-1.798276275,4.288043926
-1.798069721,2.852378404
-1.79677553,2.191887993
-1.796523636,3.615364282
-1.796270587,5.671328576
-1.795616786,3.367722269
-1.794672527,6.822095814
-1.792619134,3.152065009
-1.792548931,4.498535556
-1.792029727,2.026471675
-1.791464862,4.685578434
-1.79142058,4.005929161
-1.79108298,4.051494226
-1.789558688,2.941278917
-1.787894918,6.7672288
-1.786684354,4.078076772
-1.78646604,5.561696465
-1.786404801,4.881870517
-1.785506734,6.621976409
-1.783556535,4.916092521
-1.780601994,4.863720228
-1.780504313,4.709992186
-1.777078144,3.13982188
-1.776589805,5.581059514
-1.776362796,3.271526963
-1.775830892,3.055366373
-1.775257748,6.303582728
-1.774880027,3.725375665
-1.774357155,4.071538585
-1.773631519,6.534479556
-1.772888871,9.110951594
-1.771195452,7.185763659
-1.770783168,3.018735925
-1.768987133,4.727105121
-1.768966265,4.288192965
-1.768397422,3.24104519
-1.7678927,5.397609016
-1.767712349,4.412859063
-1.767528362,3.711373629
-1.767268967,3.28576552
-1.76680291,3.87408925
-1.766693417,2.677504235
-1.766404668,7.898939418
-1.765203465,4.760789907
-1.763990589,5.3092559
-1.763830563,2.622956608
-1.763752446,0.273649631
-1.763249727,2.698852226
-1.761092291,2.953357755
-1.760747239,3.696709815
-1.760700312,3.80823113
-1.760164358,3.37614532
-1.760115961,5.779027876
-1.759897104,3.89247494
-1.759283245,5.413059215
-1.75916304,0.431717304
-1.758853653,0.897497019
-1.758726379,2.615297653
-1.758492135,0.786239114
-1.758255736,6.030705128
-1.757774549,1.25266155
-1.757611903,5.101448212
-1.75662392,7.35886137
-1.756401401,4.164394676
-1.756316511,3.227195266
-1.756298682,3.676475886
-1.756093321,3.096945266
-1.755851061,2.891240341
-1.755745923,3.171214467
-1.75385029,3.54270139
-1.752693338,4.134457711
-1.752029915,3.04917163
-1.748245666,2.263963081
-1.748022239,0.468457271
-1.74745305,6.806207072
-1.747335881,3.718661414
-1.744755605,4.957546108
-1.742870432,3.605600446
-1.741525351,4.854030606
-1.741186441,6.44150878
-1.7396432,0.424976961
-1.737534315,3.106738846
-1.737306823,5.333896326
-1.73666701,3.88808948
-1.736037938,3.345133271
-1.734750473,0.036606689
-1.733274358,5.210458422
-1.731539045,3.070967976
-1.731419978,4.729381448
-1.731205617,3.139480058
-1.730575846,2.993993909
-1.730501539,4.925040764
-1.730296828,0.855673947
-1.728722368,3.939318987
-1.72683306,0.710277076
-1.72503146,5.714041458
-1.725021586,2.717565762
-1.724027299,5.382507568
-1.721074235,3.043363856
-1.720416101,3.598129072
-1.718194695,3.623197742
-1.717922689,4.419150062
-1.717676333,4.751818587
-1.717627338,5.067362283
-1.717510015,8.276909937
-1.71740131,4.790307389
-1.717372674,2.577554541
-1.717144875,4.637488661
-1.717032859,3.566917955
-1.716044299,1.8500858
-1.715581968,2.867159408
-1.714506144,2.212339764
-1.713312722,3.930273119
-1.712157452,5.447576028
-1.712152503,5.134164943
-1.71211278,2.884631762
-1.711560676,3.685390951
-1.711445409,2.613349935
-1.710093398,2.983803661
-1.709971665,5.224212114
-1.709700153,0.512691998
-1.708688251,2.552533397
-1.706172525,5.351759755
-1.704497809,3.031187527
-1.704160165,3.337701665
-1.70070316,3.067367284
-1.700231966,4.032712954
-1.696556919,3.37869588
-1.696006612,1.897957458
-1.695584102,3.223511586
-1.695324019,4.188202643
-1.694803776,6.594715382
-1.693579562,5.078604788
-1.692617238,0.404526076
-1.692358629,3.292814687
-1.691555535,5.453626191
-1.691405632,0.518444425
-1.691323337,5.956351962
-1.691315682,0.599881626
-1.690719539,3.224559858
-1.690036261,8.682949825
-1.68886187,2.621074456
-1.687767077,4.048390805
-1.6870805,2.880189884
-1.686950541,2.823591121
-1.686662181,4.436001465
-1.684902746,2.808013827
-1.684301877,1.551372161
-1.684024463,4.735398551
-1.683940639,4.551474925
-1.683788046,4.633859515
-1.683353375,4.031525811
-1.683139815,3.310774138
-1.681680978,0.466728893
-1.680846013,4.718563287
-1.680621177,0.51551156
-1.680224056,7.985626714
-1.679065929,5.857819557
-1.677306191,5.186137767
-1.675230093,3.601365649
-1.675142183,7.683652099
-1.674923548,1.001439825
-1.67471362,-0.224468047
-1.674574837,0.172401483
-1.673981943,4.246275255
-1.671484785,2.720196628
-1.667329993,3.673771253
-1.667154619,6.710253464
-1.666699544,1.872520204
-1.665855129,3.808967017
-1.662375522,3.931488761
-1.66195491,8.281656142
-1.660967612,8.659786773
-1.659671123,3.7673207
-1.659082459,6.473540274
-1.658905568,2.814192312
-1.658483375,5.229024772
-1.658107545,6.602031881
-1.657275698,2.581301443
-1.657038957,2.858779669
-1.656644486,9.53521288
-1.656522381,3.742950803
-1.656507525,1.975770137
-1.655987279,3.347450404
-1.655313263,3.034156399
-1.653478218,5.399153843
-1.653452389,3.677024375
-1.652473809,4.390381074
-1.652079598,6.305992417
-1.651906484,4.411493445
-1.649835681,2.825074286
-1.649321966,4.26647175
-1.648881994,3.835145654
-1.648094838,3.102418355
-1.647347294,3.028394856
-1.646810765,3.395812142
-1.646216238,2.462464684
-1.645671909,8.933158723
-1.645256974,3.618368051
-1.644856026,1.092875088
-1.644852702,3.345117045
-1.643043907,2.700830667
-1.642933961,0.752610996
-1.642528358,2.309825861
-1.642004448,5.978505972
-1.641997704,2.345677411
-1.641956642,2.761530722
-1.640722494,3.616252928
-1.639084748,5.228136945
-1.638541603,3.158270879
-1.635892268,5.897389375
-1.633978288,0.859282257
-1.632759077,5.684774444
-1.632376867,2.873972484
-1.632317606,5.225920628
-1.632011371,0.92980468
-1.630723308,3.455619353
-1.630501899,1.193084015
-1.630330815,0.08374425
-1.629914202,2.690869951
-1.62913283,2.665538402
-1.628890245,2.793784208
-1.628656131,2.51585174
-1.628104473,1.422917653
-1.627274821,4.285893793
-1.627046589,3.314443185
-1.626930696,0.400649136
-1.626867965,2.850704617
-1.626673434,5.577254902
-1.626181634,1.832088089
-1.62507122,1.012884782
-1.624694862,3.135199483
-1.62459645,3.1804153
-1.62405552,4.452949476
-1.622610673,4.30224268
-1.622395702,4.149901765
-1.622075871,-0.255467441
-1.621260122,2.857728522
-1.621190526,0.776824935
-1.619795391,2.709048073
-1.619572898,1.97557637
-1.619344486,1.788888195
-1.619002714,4.6186408
-1.617349824,3.106801137
-1.616778507,4.706562639
-1.614309389,3.069547323
-1.613882876,4.855010834
-1.612551708,2.999144548
-1.612527177,4.789472158
-1.608467746,3.271871851
-1.608363593,3.387613947
-1.607813208,3.603309945
-1.607634332,2.87074088
-1.607073467,6.505235868
-1.606778078,1.454412911
-1.606693568,8.393737681
-1.604682745,0.264105888
-1.60376087,3.944311884
-1.603670331,0.835552117
-1.603277852,5.203010218
-1.601971675,5.124370374
-1.600049825,2.629290455
-1.598787966,6.163261374
-1.597367901,5.367620465
-1.59723057,3.767784437
-1.596419332,5.112637055
-1.596156585,3.911918707
-1.595141068,2.625230292
-1.594262749,3.833465368
-1.593965205,5.120088955
-1.59121295,3.073580104
-1.590996106,3.200917541
-1.59009362,2.964864592
-1.589980702,4.99191
-1.589905059,1.050656669
-1.589737639,2.964550073
-1.589369411,4.910308525
-1.589273241,4.133943466
-1.589110902,3.434338199
-1.588955668,0.483551047
-1.586345614,4.075684542
-1.585630668,4.251963692
-1.58480312,2.740565801
-1.584692917,-0.075742069
-1.583481247,2.937859883
-1.580695995,5.432502262
-1.58041775,4.956461782
-1.579729022,3.713167288
-1.578956638,2.936724517
-1.578890602,5.221803599
-1.575856888,7.833256374
-1.575832795,3.403639903
-1.575288996,4.742432278
-1.573800918,5.671036126
-1.57252646,3.839599945
-1.572394702,4.258189157
-1.570644361,5.549600614
-1.569588313,4.528338277
-1.569541631,0.407120803
-1.569233774,3.042795788
-1.569207394,0.72944957
-1.568734301,2.970815571
-1.568055404,3.844935549
-1.567725962,3.510452983
-1.566919573,3.071709252
-1.566442667,0.801625028
-1.566178634,2.766003203
-1.564539653,3.290491419
-1.564216601,5.005495679
-1.56360821,0.645107447
-1.563440568,0.593848707
-1.563069923,4.794391266
-1.562687136,3.087735311
-1.561398681,4.06012974
-1.5609532,0.974827986
-1.560014058,2.329326299
-1.55973588,3.787871459
-1.559358839,4.735183345
-1.558878205,0.380885566
-1.55286591,2.89231311
-1.552572191,1.495810218
-1.548692308,1.225591011
-1.548295204,4.351942389
-1.547575611,5.126602935
-1.547404538,6.697200409
-1.546272834,2.793937347
-1.546243652,4.259212915
-1.545649976,3.054520933
-1.545446445,3.462755287
-1.545217253,5.227285182
-1.544421192,5.151607942
-1.54381785,3.660683983
-1.540501156,1.093348031
-1.539244904,4.485076145
-1.537780896,-0.018241706
-1.537637128,3.864026465
-1.536339314,0.277730075
-1.535014201,-0.111494592
-1.533448561,5.651163582
-1.533418824,3.706117206
-1.533253581,4.454036638
-1.53323956,1.206687764
-1.532322062,2.540904454
-1.530894413,6.367991668
-1.530726655,0.227327705
-1.52585864,7.11336607
-1.523356644,0.852646008
-1.522518605,4.97535317
-1.521769187,0.225728897
-1.521546418,3.96394252
-1.520822775,0.628559962
-1.517480519,2.910457106
-1.515754305,2.939732946
-1.515559949,3.903098928
-1.51457875,2.910832539
-1.514493892,4.925556061
-1.511828265,3.674116503
-1.511744223,5.282941131
-1.511603694,5.053565265
-1.510379283,3.915783269
-1.510106271,5.080888349
-1.509804419,4.834541149
-1.509791939,3.302504276
-1.509692759,3.135536415
-1.509327087,3.716532872
-1.509067847,3.182682406
-1.508125416,2.991688139
-1.50789808,2.996162962
-1.507518077,4.724057442
-1.507389729,3.270609636
-1.506377053,4.181588195
-1.505918919,8.313760384
-1.50577076,4.965821825
-1.505519068,5.046030048
-1.505192273,3.305580883
-1.505052374,3.056202169
-1.504777853,0.851440114
-1.503596904,1.772746486
-1.502559199,3.135095248
-1.502224653,3.87723743
-1.500670521,0.439666684
-1.497662249,4.153558919
-1.496110004,5.249488396
-1.495322099,2.979279822
-1.495265307,-0.17518795
-1.494657068,2.945220995
-1.494550037,6.135224658
-1.492231183,4.341679247
-1.491388852,3.303132432
-1.489496824,5.618147454
-1.487890105,4.387192372
-1.487642839,4.553073873
-1.487103752,3.177200392
-1.486993416,3.657446802
-1.485991002,5.919181693
-1.4849257,4.771118403
-1.481538599,1.123668676
-1.480337603,8.137899804
-1.480046892,4.31869655
-1.479879692,4.172258648
-1.477964301,4.247795609
-1.475343071,4.544324445
-1.474521475,4.773489042
-1.473164611,3.519674073
-1.472469892,4.881113515
-1.471084906,2.513515592
-1.470462265,3.005193714
-1.470035055,5.493378966
-1.469506821,2.88111272
-1.468853318,8.847343057
-1.468795677,4.891140489
-1.467950712,4.039163594
-1.467676893,3.19099056
-1.467368213,5.137827621
-1.465292635,0.311685066
-1.462838415,3.34277321
-1.462518415,2.9233169
-1.460789329,3.632330138
-1.460716751,3.706435135
-1.458708175,2.991059423
-1.458167397,3.11193749
-1.45729365,7.915516925
-1.457228977,5.09357342
-1.456687122,3.600925749
-1.453649353,3.36785878
-1.452863871,3.86324057
-1.452856126,2.394320383
-1.452603447,8.042811233
-1.452396418,6.28353648
-1.451533868,0.410687717
-1.450563628,3.26305748
-1.449383933,4.291543777
-1.448232778,4.907005909
-1.448039457,3.037998475
-1.447959852,0.231834731
-1.44764928,3.129192026
-1.446719653,2.896606664
-1.445528993,3.995243137
-1.445240443,-0.043862122
-1.443336976,3.547297636
-1.44296358,3.275708771
-1.442812131,3.090294172
-1.441356156,8.449121737
-1.441067616,3.508868536
-1.440950294,3.439828256
-1.439979978,3.000459781
-1.438652082,2.980495668
-1.43811491,6.118322916
-1.437190418,3.248359235
-1.436996028,4.159461314
-1.43680774,3.355834977
-1.436280974,4.903513597
-1.434665306,6.820126031
-1.434481352,4.58070715
-1.43102026,7.976162091
-1.430830018,4.331875543
-1.430185922,4.860102889
-1.428263363,0.431163462
-1.426012052,5.36618747
-1.425807999,4.230223626
-1.423898191,4.656344014
-1.422907402,1.378507615
-1.422432258,6.228645321
-1.4205469,1.218153287
-1.419045366,3.247125264
-1.417693317,4.49099395
-1.417053393,4.804504153
-1.416801934,7.130990005
-1.416756933,3.962212513
-1.416595952,3.123599537
-1.414422694,4.615675693
-1.412417911,3.744827718
-1.411886381,3.317840476
-1.409481746,3.095845059
-1.40921773,3.877849601
-1.408028353,6.446734136
-1.407212028,5.959210214
-1.404604517,3.974443799
-1.403904302,3.729075259
-1.402556321,0.25706721
-1.402059161,2.982126197
-1.401287643,3.673927804
-1.401013912,4.055296562
-1.400960353,3.247728356
-1.400771951,4.377104527
-1.400353881,4.726566275
-1.400145612,5.512972509
-1.39292219,5.299080533
-1.392055362,3.026755758
-1.391356971,4.366112145
-1.388040971,4.874860869
-1.386208073,3.969927268
-1.384566434,4.779928717
-1.384034304,1.435588307
-1.383318325,4.071486595
-1.382098996,2.148137189
-1.379921904,2.889631088
-1.37886038,4.18425068
-1.378470199,3.960023552
-1.377856552,4.482880938
-1.377661584,4.569054393
-1.37660583,3.202630534
-1.373444559,4.202733071
-1.373394953,0.105540383
-1.370138417,2.544351098
-1.369852712,-0.153878509
-1.369597063,0.562875594
-1.368623235,2.605589135
-1.36676191,5.458964643
-1.356997056,2.474479455
-1.356883681,4.279007617
-1.356747895,4.302483927
-1.350476388,0.366745584
-1.350136488,4.444367223
-1.348854469,6.00217896
-1.348809818,2.227922931
-1.348194437,4.872086711
-1.346382648,5.716846818
-1.340597444,6.201449645
-1.339436891,5.484114092
-1.335669109,3.957672859
-1.332663023,2.216525617
-1.331358656,4.92396197
-1.330275329,0.591048069
-1.330114691,2.856196942
-1.329390282,2.855959272
